country,country_code,region,income_group,year,life_expectancy
Guyana,GUY,Latin America & Caribbean,Upper middle income,2010,66.04270732
Honduras,HND,Latin America & Caribbean,Lower middle income,2010,72.39397561
Croatia,HRV,Europe & Central Asia,Upper middle income,2010,76.47560976
Haiti,HTI,Latin America & Caribbean,Low income,2010,61.24012195
Hungary,HUN,Europe & Central Asia,High income,2010,74.20731707
Indonesia,IDN,East Asia & Pacific,Lower middle income,2010,68.14719512
India,IND,South Asia,Lower middle income,2010,66.50614634
Ireland,IRL,Europe & Central Asia,High income,2010,80.74390244
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2010,73.98317073
Iraq,IRQ,Middle East & North Africa,Upper middle income,2010,68.49012195
Iceland,ISL,Europe & Central Asia,High income,2010,81.89756098
Israel,ISR,Middle East & North Africa,High income,2010,81.60243902
Italy,ITA,Europe & Central Asia,High income,2010,82.03658537
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2010,74.84748781
Jordan,JOR,Middle East & North Africa,Lower middle income,2010,73.43582927
Japan,JPN,East Asia & Pacific,High income,2010,82.84268293
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2010,68.29536585
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2010,58.71860976
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2010,69.3
Cambodia,KHM,East Asia & Pacific,Lower middle income,2010,66.38565854
Kiribati,KIR,East Asia & Pacific,Lower middle income,2010,65.30278049
Kuwait,KWT,Middle East & North Africa,High income,2010,74.11663415
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2010,64.33363415
Lebanon,LBN,Middle East & North Africa,Upper middle income,2010,78.46536585
Liberia,LBR,Sub-Saharan Africa,Low income,2010,59.44129268
Libya,LBY,Middle East & North Africa,Upper middle income,2010,71.73739024
Sri Lanka,LKA,South Asia,Lower middle income,2010,74.3392439
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2010,47.48341463
Lithuania,LTU,Europe & Central Asia,High income,2010,73.26829268
Luxembourg,LUX,Europe & Central Asia,High income,2010,80.63170732
Latvia,LVA,Europe & Central Asia,High income,2010,73.48292683
Morocco,MAR,Middle East & North Africa,Lower middle income,2010,72.57692683
Monaco,MCO,Europe & Central Asia,High income,2010,
Madagascar,MDG,Sub-Saharan Africa,Low income,2010,63.36173171
Maldives,MDV,South Asia,Upper middle income,2010,76.20048781
Mexico,MEX,Latin America & Caribbean,Upper middle income,2010,76.02678049
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2010,
Mali,MLI,Sub-Saharan Africa,Low income,2010,56.17980488
Malta,MLT,Middle East & North Africa,High income,2010,81.39756098
Myanmar,MMR,East Asia & Pacific,Lower middle income,2010,64.91748781
Montenegro,MNE,Europe & Central Asia,Upper middle income,2010,75.04529268
Mongolia,MNG,East Asia & Pacific,Lower middle income,2010,67.60382927
Mozambique,MOZ,Sub-Saharan Africa,Low income,2010,53.22690244
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2010,62.00617073
Malawi,MWI,Sub-Saharan Africa,Low income,2010,56.8362439
Malaysia,MYS,East Asia & Pacific,Upper middle income,2010,74.15778049
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2010,62.48029268
Niger,NER,Sub-Saharan Africa,Low income,2010,58.259
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2010,51.3295122
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2010,73.58173171
Netherlands,NLD,Europe & Central Asia,High income,2010,80.70243902
Norway,NOR,Europe & Central Asia,High income,2010,80.99756098
Nepal,NPL,South Asia,Low income,2010,67.97148781
Nauru,NRU,East Asia & Pacific,Upper middle income,2010,
New Zealand,NZL,East Asia & Pacific,High income,2010,80.70243902
Oman,OMN,Middle East & North Africa,High income,2010,76.05280488
Pakistan,PAK,South Asia,Lower middle income,2010,65.16256098
Panama,PAN,Latin America & Caribbean,Upper middle income,2010,76.86363415
Peru,PER,Latin America & Caribbean,Upper middle income,2010,73.63980488
Philippines,PHL,East Asia & Pacific,Lower middle income,2010,67.78331707
Palau,PLW,East Asia & Pacific,High income,2010,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2010,61.99482927
Poland,POL,Europe & Central Asia,High income,2010,76.24634146
Portugal,PRT,Europe & Central Asia,High income,2010,79.02682927
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2010,72.30129268
Qatar,QAT,Middle East & North Africa,High income,2010,77.8255122
Romania,ROU,Europe & Central Asia,Upper middle income,2010,73.45853659
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2010,68.84121951
Rwanda,RWA,Sub-Saharan Africa,Low income,2010,61.40178049
Saudi Arabia,SAU,Middle East & North Africa,High income,2010,73.70160976
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2010,62.04258537
Senegal,SEN,Sub-Saharan Africa,Low income,2010,64.01443902
Singapore,SGP,East Asia & Pacific,High income,2010,81.54146342
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2010,67.06565854
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2010,48.22895122
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2010,71.67060976
San Marino,SMR,Europe & Central Asia,High income,2010,83.15937916
Somalia,SOM,Sub-Saharan Africa,Low income,2010,54.02365854
Serbia,SRB,Europe & Central Asia,Upper middle income,2010,74.33658537
South Sudan,SSD,Sub-Saharan Africa,Low income,2010,53.66490244
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2010,65.85468293
Suriname,SUR,Latin America & Caribbean,Upper middle income,2010,70.36273171
Slovenia,SVN,Europe & Central Asia,High income,2010,79.42195122
Sweden,SWE,Europe & Central Asia,High income,2010,81.45121951
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,2010,48.3457561
Seychelles,SYC,Sub-Saharan Africa,High income,2010,73.19756098
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2010,72.30743902
Chad,TCD,Sub-Saharan Africa,Low income,2010,49.86207317
Togo,TGO,Sub-Saharan Africa,Low income,2010,57.28156098
Thailand,THA,East Asia & Pacific,Upper middle income,2010,73.69436585
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2010,68.56339024
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2010,65.0212439
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2010,67.30839024
Tonga,TON,East Asia & Pacific,Upper middle income,2010,72.18260976
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2010,69.79756098
Tunisia,TUN,Middle East & North Africa,Lower middle income,2010,74.61170732
Turkey,TUR,Europe & Central Asia,Upper middle income,2010,74.09092683
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2010,
Uganda,UGA,Sub-Saharan Africa,Low income,2010,55.83665854
Ukraine,UKR,Europe & Central Asia,Lower middle income,2010,70.26536585
United States,USA,North America,High income,2010,78.54146342
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2010,67.86129268
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2010,73.67160976
Vietnam,VNM,East Asia & Pacific,Lower middle income,2010,74.99036585
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2010,70.84995122
Samoa,WSM,East Asia & Pacific,Upper middle income,2010,72.417
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,2010,62.76873171
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2010,54.3907561
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2010,56.38385366
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2010,49.57465854
Afghanistan,AFG,South Asia,Low income,2011,59.32795122
Angola,AGO,Sub-Saharan Africa,Lower middle income,2011,51.05931707
Albania,ALB,Europe & Central Asia,Upper middle income,2011,77.24058537
United Arab Emirates,ARE,Middle East & North Africa,High income,2011,76.85119512
Argentina,ARG,Latin America & Caribbean,Upper middle income,2011,75.64904878
Armenia,ARM,Europe & Central Asia,Lower middle income,2011,74.34282927
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2011,75.46602439
Australia,AUS,East Asia & Pacific,High income,2011,81.89512195
Austria,AUT,Europe & Central Asia,High income,2011,80.98292683
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2011,70.55180488
Burundi,BDI,Sub-Saharan Africa,Low income,2011,55.31202439
Belgium,BEL,Europe & Central Asia,High income,2011,80.58536585
Benin,BEN,Sub-Saharan Africa,Low income,2011,58.93290244
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2011,57.49204878
Bangladesh,BGD,South Asia,Lower middle income,2011,70.47195122
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2011,74.16341463
Bahrain,BHR,Middle East & North Africa,High income,2011,76.26785366
"Bahamas, The",BHS,Latin America & Caribbean,High income,2011,74.75441463
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2011,75.96292683
Belarus,BLR,Europe & Central Asia,Upper middle income,2011,70.55365854
Belize,BLZ,Latin America & Caribbean,Upper middle income,2011,69.84368293
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2011,66.94256098
Brazil,BRA,Latin America & Caribbean,Upper middle income,2011,73.55234146
Barbados,BRB,Latin America & Caribbean,High income,2011,75.00814634
Brunei Darussalam,BRN,East Asia & Pacific,High income,2011,77.93231707
Bhutan,BTN,South Asia,Lower middle income,2011,68.32319512
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2011,63.95160976
Central African Republic,CAF,Sub-Saharan Africa,Low income,2011,48.35043902
Canada,CAN,North America,High income,2011,81.44878049
Switzerland,CHE,Europe & Central Asia,High income,2011,82.69512195
Chile,CHL,Latin America & Caribbean,High income,2011,80.58697561
China,CHN,East Asia & Pacific,Upper middle income,2011,75.20217073
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2011,54.13736585
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2011,57.39863415
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2011,60.08517073
Colombia,COL,Latin America & Caribbean,Upper middle income,2011,73.45480488
Comoros,COM,Sub-Saharan Africa,Low income,2011,62.2127561
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2011,72.70956098
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2011,78.89017073
Cuba,CUB,Latin America & Caribbean,Upper middle income,2011,79.0395122
Cyprus,CYP,Europe & Central Asia,High income,2011,79.5715122
Czech Republic,CZE,Europe & Central Asia,High income,2011,77.87317073
Germany,DEU,Europe & Central Asia,High income,2011,80.43658537
Djibouti,DJI,Middle East & North Africa,Lower middle income,2011,60.85056098
Dominica,DMA,Latin America & Caribbean,Upper middle income,2011,
Denmark,DNK,Europe & Central Asia,High income,2011,79.8
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2011,72.94529268
Algeria,DZA,Middle East & North Africa,Upper middle income,2011,74.07
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2011,75.22643902
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2011,70.53331707
Eritrea,ERI,Sub-Saharan Africa,Low income,2011,62.06936585
Spain,ESP,Europe & Central Asia,High income,2011,82.47560976
Estonia,EST,Europe & Central Asia,High income,2011,76.22926829
Ethiopia,ETH,Sub-Saharan Africa,Low income,2011,62.08302439
Finland,FIN,Europe & Central Asia,High income,2011,80.47073171
Fiji,FJI,East Asia & Pacific,Upper middle income,2011,69.565
France,FRA,Europe & Central Asia,High income,2011,82.11463415
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2011,68.731
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2011,62.70509756
United Kingdom,GBR,Europe & Central Asia,High income,2011,80.95121951
Georgia,GEO,Europe & Central Asia,Lower middle income,2011,74.18204878
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2011,60.808
Guinea,GIN,Sub-Saharan Africa,Low income,2011,57.00053659
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2011,59.56058537
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2011,54.15941463
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2011,56.44682927
Greece,GRC,Europe & Central Asia,High income,2011,80.73170732
Grenada,GRD,Latin America & Caribbean,Upper middle income,2011,72.79341463
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2011,71.01041463
Guyana,GUY,Latin America & Caribbean,Upper middle income,2011,66.12914634
Honduras,HND,Latin America & Caribbean,Lower middle income,2011,72.57273171
Croatia,HRV,Europe & Central Asia,Upper middle income,2011,76.77560976
Haiti,HTI,Latin America & Caribbean,Low income,2011,61.64519512
Hungary,HUN,Europe & Central Asia,High income,2011,74.85853659
Indonesia,IDN,East Asia & Pacific,Lower middle income,2011,68.33439024
India,IND,South Asia,Lower middle income,2011,66.90417073
Ireland,IRL,Europe & Central Asia,High income,2011,80.74634146
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2011,74.41258537
Iraq,IRQ,Middle East & North Africa,Upper middle income,2011,68.70970732
Iceland,ISL,Europe & Central Asia,High income,2011,82.35853659
Israel,ISR,Middle East & North Africa,High income,2011,81.65609756
Italy,ITA,Europe & Central Asia,High income,2011,82.18780488
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2011,75.0862439
Jordan,JOR,Middle East & North Africa,Lower middle income,2011,73.59185366
Japan,JPN,East Asia & Pacific,High income,2011,82.59121951
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2011,68.98
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2011,59.53421951
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2011,69.60243902
Cambodia,KHM,East Asia & Pacific,Lower middle income,2011,66.87287805
Kiribati,KIR,East Asia & Pacific,Lower middle income,2011,65.44063415
Kuwait,KWT,Middle East & North Africa,High income,2011,74.2335122
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2011,64.79812195
Lebanon,LBN,Middle East & North Africa,Upper middle income,2011,78.68985366
Liberia,LBR,Sub-Saharan Africa,Low income,2011,59.86434146
Libya,LBY,Middle East & North Africa,Upper middle income,2011,71.68326829
Sri Lanka,LKA,South Asia,Lower middle income,2011,74.42456098
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2011,48.2197561
Lithuania,LTU,Europe & Central Asia,High income,2011,73.56341463
Luxembourg,LUX,Europe & Central Asia,High income,2011,80.98780488
Latvia,LVA,Europe & Central Asia,High income,2011,73.57560976
Morocco,MAR,Middle East & North Africa,Lower middle income,2011,72.98543902
Monaco,MCO,Europe & Central Asia,High income,2011,
Madagascar,MDG,Sub-Saharan Africa,Low income,2011,63.80741463
Maldives,MDV,South Asia,Upper middle income,2011,76.3375122
Mexico,MEX,Latin America & Caribbean,Upper middle income,2011,76.18565854
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2011,
Mali,MLI,Sub-Saharan Africa,Low income,2011,56.65468293
Malta,MLT,Middle East & North Africa,High income,2011,80.74634146
Myanmar,MMR,East Asia & Pacific,Lower middle income,2011,65.18090244
Montenegro,MNE,Europe & Central Asia,Upper middle income,2011,75.39131707
Mongolia,MNG,East Asia & Pacific,Lower middle income,2011,68.12253659
Mozambique,MOZ,Sub-Saharan Africa,Low income,2011,53.73829268
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2011,62.29248781
Malawi,MWI,Sub-Saharan Africa,Low income,2011,58.50012195
Malaysia,MYS,East Asia & Pacific,Upper middle income,2011,74.2867561
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2011,63.27717073
Niger,NER,Sub-Saharan Africa,Low income,2011,59.20456098
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2011,51.73780488
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2011,73.90129268
Netherlands,NLD,Europe & Central Asia,High income,2011,81.20487805
Norway,NOR,Europe & Central Asia,High income,2011,81.29512195
Nepal,NPL,South Asia,Low income,2011,68.40663415
Nauru,NRU,East Asia & Pacific,Upper middle income,2011,
New Zealand,NZL,East Asia & Pacific,High income,2011,80.90487805
Oman,OMN,Middle East & North Africa,High income,2011,76.32763415
Pakistan,PAK,South Asia,Lower middle income,2011,65.447
Panama,PAN,Latin America & Caribbean,Upper middle income,2011,77.05168293
Peru,PER,Latin America & Caribbean,Upper middle income,2011,73.84497561
Philippines,PHL,East Asia & Pacific,Lower middle income,2011,67.89065854
Palau,PLW,East Asia & Pacific,High income,2011,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2011,62.15263415
Poland,POL,Europe & Central Asia,High income,2011,76.69512195
Portugal,PRT,Europe & Central Asia,High income,2011,80.47073171
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2011,72.48719512
Qatar,QAT,Middle East & North Africa,High income,2011,78.02780488
Romania,ROU,Europe & Central Asia,Upper middle income,2011,74.4097561
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2011,69.68390244
Rwanda,RWA,Sub-Saharan Africa,Low income,2011,62.15536585
Saudi Arabia,SAU,Middle East & North Africa,High income,2011,73.85485366
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2011,62.45553659
